SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	FirstDuty-第一责任人	Fund-基金	Year-年	Volume-卷	Period-期	PageCount-页码	CLC-中图分类号	URL-网址	DOI-DOI
CJFD2020	广西紧密型医联体典型模式分析	庞婷;韦波;冯启明;朱平华;	广西医科大学信息与管理学院;广西医科大学人文与社会科学学院;	广西医学	医联体;;县域医共体;;三二医联体;;典型模式;;广西	"目的了解当前广西紧密型医联体典型模式的主要做法及取得的成效,分析其发展困境,为推进广西紧密型医联体建设提供参考。方法采用文献研究与实证研究相结合的方法分析广西紧密型医联体典型模式的主要做法,采用门诊人次、住院人次、业务收入、上下转诊人数、药占比等指标描述其改革成效,同时查找存在问题,提出优化建议。结果南宁市上林县、桂林市灌阳县、柳州市三江县是广西紧密型医联体的典型代表,紧密型医联体建设初显成效,县域内医疗服务量明显增长,基层医疗卫生机构服务能力有一定改善,县级公立医院药占比呈下降趋势;但仍存在缺乏完善的利益分配机制,医联体内各级医院信息化建设薄弱,人力资源配置与共享问题凸显,医保支付政策的经济杠杆作用尚未有效发挥等突出问题。结论广西紧密型医联体的建设仍存在较多问题,应发挥政府主导作用,多方联合发力,完善相应配套机制;加快推进信息化建设,打破医联体的信息屏障;建立促进分级诊疗的分工协作机制;统筹人员编制存量,建立流动编制池;积极探索诊断相关分组付费方式改革,转变医保导向。"	2020-05-30	庞婷;	“十三五”广西重大专题研究项目(2014011);; 广西医科大学特色新型智库调研课题(GXMUZK05)	2020	42	10	1275-1280	R197.1		
CJFD2020	县域医共体建设中促进“共”的实践路径探讨	江蒙喜;	国家卫生健康委卫生发展研究中心;	卫生经济研究	县域医共体;;外部治理;;医疗卫生服务体系;;运行机制	"当前,县域医共体建设面临的挑战和问题是如何以医共体为整体,构建外部治理、内部运行和考核评价三大体系。为此,应通过外部政策""共振""治理、机构技术专科""共生""建设、医疗和公共卫生协同""共创""发展,构建服务、责任、利益、管理共同体。县域医共体有效外部治理的关键是""集权有道、放权有章、行权有效"";县域控费思路需要由""机构占比观""变革为""体系结构观"",关注费用在县域内外和县域内部的结构情况;同时,促进人事编制和绩效薪酬等人力资源管理的有效变革,明确并细化县域医共体发展方向,实现县域医疗卫生服务体系的高质量发展。"	2020-05-29	江蒙喜;		2020	37	06	3-5	R197.1		10.14055/j.cnki.33-1056/f.2020.06.020
DKFX2020	互联网诊疗模式的研究现状与展望	梁馨月;李莹;	天津农学院;河北工业大学经济与管理学院;天津中医药大学管理学院;	经营与管理	互联网医疗;;分级诊疗;;医疗平台	"互联网医疗已经成为医疗改革中分级诊疗的重要突破口,但在实际运营过程中社会反响截然不同,学术界也从不同角度对互联网医疗平台的运营效果、诊疗模式、平台框架、路径分析等进行了理论探讨。未来,互联网医疗产业生态的稳定运行需要医生自治与政策法治相结合,夯实基础与做实服务相结合,技术保障与诚信经营相结合,多方保障机制共同发力,实现互联网医疗新业态的蓬勃发展。"	2020-05-28	梁馨月;	天津市哲学社会科学规划资助项目“进一步推动‘互联网+健康医疗’研究”(TJGL17-004)	2020		06	24-27	R197.1		10.16517/j.cnki.cn12-1034/f.2020.06.007
CJFD2020	湖北省儿科联盟推进分级诊疗的效果分析	肖翠萍;陶红兵;余小路;杨翠丽;杨雪雨;赵梦冰;刘建军;刘智胜;邵剑波;	华中科技大学同济医学院附属武汉儿童医院;华中科技大学同济医学院医药卫生管理学院;	中国卫生质量管理	儿科;;专科联盟;;分级诊疗;;效果	"目的调查分析湖北省儿科医疗联盟内儿科运行情况和分级诊疗效果。方法采用自制调查问卷,收集2015年-2017年63所医院儿科床位数、儿科医护人数、儿科服务量等数据;采用问卷调查法和专家咨询法,分析2016年-2018年联盟牵头医院患者转诊和转运情况,两所托管医院和两所技术协作医院儿科运行情况。结果二级医院和三级医院儿科整体服务能力提升,但一级医院增速较迟缓;联盟牵头医院急危重症救治能力提高,但下转患者较困难;两所托管医院门诊就诊量和收入等大幅度增长。结论湖北省儿科联盟通过多种举措推进分级诊疗取得一定成效,但仍存在下转患者困难、人财物投入较大等不足。对此,联盟将制定医保差异化报销政策,积极推广标准化诊疗常规。政府应加大财政支持力度,建立配套机制。"	2020-05-28	肖翠萍;	湖北儿科联盟科学基金项目(HBPASF-2019-01)	2020	27	03	118-120	R197.1		10.13912/j.cnki.chqm.2020.27.3.34
CJFD2020	“3+2+1”医联体模式的探索与实践：以西电集团医院互联网医联体为例	屈勇;宛欣;陈超朝;王双全;	西电集团医院;	中国卫生质量管理	分级诊疗;;医联体;;西电集团医院;;一体化医疗服务	"分级诊疗是当前我国医疗卫生领域的重点工作,对公立医院改革以及解决百姓就医的问题产生重大影响。按照""基层首诊、双向转诊、急慢分治、上下联动""的思路构建紧密型医联体,在基层医院施行干部""双兼制""方案。以西电集团医院构建的""3+2+1""一体化医疗服务模式医联体为研究对象,深入探讨该医联体的建设方法、建设成效、具体问题以及解决办法,为继续强化推进互联网医联体工作提供理论支持。"	2020-05-28	屈勇;		2020	27	03	121-124	R197.3		10.13912/j.cnki.chqm.2020.27.3.35
CJFD2020	联合实施市县医联体和县域医共体 提高落后地区县域内住院率	王贵清;周海波;	广州医科大学附属第六医院//广东省清远市人民医院;	现代医院	市县医联体;;县域医共体;;落后地区;;县域内住院率	"目的探索联合实施市县医联体和县域医共体对提高落后地区县域内住院率的作用。方法清远市连山壮族瑶族自治县医院地处粤西北偏远山区,医疗技术落后,病人流失严重,医院运营困难。2014年11月清远市人民医院与该院结成紧密型医联体,实行全面托管,对该院进行管理改革和技术帮扶。2018年4月,以连山县医院为龙头,联合全县七家乡镇医院,组成连山县域医共体,进行""六个统一""建设。结果连山县医院和乡镇医院的综合服务能力显著提升,连山县域内住院率从2015年的65. 54%上升到2017年的80. 59%,再上升到2019年的89. 4%。结论联合实施市县医联体和县域医共体对提高落后地区县域内住院率具有显著作用。"	2020-05-28	王贵清;		2020	20	05	650-653	R197.32		
CJFD2020	分级诊疗对三级医疗机构的影响研究（综述）	张春雷;秦静;季国忠;	南京医科大学医政学院;淮安市妇幼保健院宣传科;淮安市妇幼保健院经济核算科;南京医科大学第二附属医院院部;	江苏卫生事业管理	分级诊疗;;三级医院;;影响;;对策	"目的:自分级诊疗实施以来对三级医院的影响研究,以及三级医院的应对策略。方法:检索CNKI、WAN FANG、VIP等数据库,对2012年—2019年相关文献进行分类筛选。结果:分级诊疗制度作为五项基本医疗卫生制度之首,其实施对三级医疗机构产生长远影响。结论:三级医疗机构应明确功能定位、加强精细化管理、加快信息化和医联体建设等,积极适应分级诊疗的推进。"	2020-05-28	张春雷;	江苏卫生计生财务研究课题(CW201713)	2020	31	05	555-557	R197.32		
CJFD2020	移动技术在医院行政办公中的应用	何涛;	南京医科大学第二附属医院院办;	江苏卫生事业管理	行政办公;;钉钉办公软件;;移动信息化;;医疗机构	"传统医院行政办公具有时效性和便利性差,受时间、空间、介质限制,科主任经常不在医院无法审批等缺点。某省属三级医院与""钉钉""公司合作打造符合医院特色的移动办公平台,通过搭建线上组织架构、设置审批流程、院领导动员、全员培训等步骤,在全院职工个人手机上实现了会议室预约、全院通讯录共享、行政事务线上办理、预约双向转诊等功能,提高了医院行政办公效率。"	2020-05-28	何涛;		2020	31	05	647-649	R197.32		
CJFD2020	我国分级诊疗研究热点的文献计量学分析	袁成菊;余昌胤;张年;程明羕;	遵义医科大学管理学院;遵义医科大学附属医院;	中国全科医学	分级诊疗;;转诊和会诊;;文献计量学;;词频分析;;聚类分析;;研究热点	"背景分级诊疗是实现医疗机构社会分工、解决人民群众""看病难""问题的重要举措。了解其研究热点及趋势,有助于分级诊疗的实施。目的分析我国分级诊疗领域研究热点及趋势,为其可持续性研究提供参考。方法在中国知网(CNKI)中检索分级诊疗相关文献1 162篇,导入文献题录信息统计分析工具SATI 3.2,统计文献发表年份、来源期刊,并生成关键词共词矩阵,将共词矩阵分别导入Ucinet 6.0的Netdraw程序和SPSS 19.0软件中绘制共现网络图谱和聚类树图。结果我国分级诊疗相关研究始于1993年,文献量逐年增多,大致可分为奠基期(1993—2008年)、缓慢增长期(2009—2014年)、快速增长期(2015年以后);载文量排在前3位的期刊为《中国全科医学》(277篇,23.84%)、《中国医院管理》(120篇,10.33%)、《中国卫生经济》(99篇,8.52%);频次排在前3位的关键词为分级诊疗(424次)、双向转诊(249次)、社区卫生服务(164次)。双向转诊处于共现网络图谱核心位置,是分级诊疗最重要节点;就医行为、对口支援、医养结合、医疗服务价格、优质护理、信息化等处于图谱边缘,是分级诊疗领域的研究趋势。通过聚类树图将高频关键词归纳为5个主题类团:以医疗联合体为载体的分级诊疗影响因素研究,基层首诊认知及满意度研究,医疗资源整合及优化配置研究,以全科医生为主的健康管理服务研究,慢性病患者的转诊、就医行为及医疗费用研究。结论综合研究热点及趋势,我国分级诊疗相关研究主要为:以基层首诊促进分级诊疗实施,以高血压、糖尿病等慢性病患者的转诊,以全科医生为主的健康管理服务,以医疗联合体为载体促进分级诊疗的研究。"	2020-05-27	袁成菊;	贵州省理论创新课题(委托项目)研究成果(SKL-2019-16);; 遵义医科大学研究生社会实践项目(zy-ysh2019001)1563000 2563000	2020	23	19	2390-2395	R197.1;G353.1		
CJFD2020	家庭医生签约式服务下儿童连续性健康管理新模式的探索	林丽华;	广州市荔湾区花地街社区卫生服务中心预防保健部;	中国社区医师	家庭医生签约式服务;;儿童;;健康管理;;互联网+;;连续性;;分级诊疗;;健康质量;;管理满意度	"目的:探索家庭医生签约式服务下儿童连续性健康管理的新模式。方法:选取2016年1月-2017年12月在社区卫生服务中心进行健康管理的儿童256例,按照是否签约家庭医生分为两组,各128例。对照组未签约家庭医生;研究组签约家庭医生。比较两组儿童疾病发生率、健康质量及管理满意度。结果:研究组管理后学前儿童健康质量优于对照组,儿童疾病发生率显著低于对照组,管理满意度高于对照组,差异均有统计学意义(P<0.05)。结论:在儿童健康管理中签约家庭医生并行连续性健康管理,可显著减低疾病发生率,提升学前儿童健康质量,以免儿童出现重大疾病。"	2020-05-25	林丽华;	广州市荔湾区科技工业商务和信息化局(201704033)~~	2020	36	15	183-184	R197.1		
