SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	FirstDuty-第一责任人	Fund-基金	Year-年	Volume-卷	Period-期	PageCount-页码	CLC-中图分类号	URL-网址	DOI-DOI
CJFD2016	慢病管理:短期内推进分级诊疗的最优突破口(节选)	朱恒鹏;	中国社会科学院公共政策研究中心;	现代医院管理	分级诊疗;治疗方案;三师共管;慢病管理;健康管理师;专科医师;分级诊疗体系;	"厦门市以""慢病先行、三师共管""为核心内容的分级诊疗模式,推进分级诊疗改革,取得了突破性进展,引起社会各界的广泛关注。王虎峰、刘立远、朱恒鹏、李玲等知名医改专家分别赴厦门市深入进行分级诊疗现况调研,并撰写了调研报告,从专家第三方视角对厦门市分级诊疗的做法及经验给予了充分肯定与高度评价,并提出了分级诊疗相关建议。"	2016-08-18	朱恒鹏;		2016	14	04	15-16	R197.1		
CJFD2016	以健康管理推动分级诊疗——厦门市医改调研报告(节选)	李玲;	北京大学国家发展研究院;	现代医院管理	分级诊疗;厦门市;公立医院;三师共管;	"厦门市以""慢病先行、三师共管""为核心内容的分级诊疗模式,推进分级诊疗改革,取得了突破性进展,引起社会各界的广泛关注。王虎峰、刘立远、朱恒鹏、李玲等知名医改专家分别赴厦门市深入进行分级诊疗现况调研,并撰写了调研报告,从专家第三方视角对厦门市分级诊疗的做法及经验给予了充分肯定与高度评价,并提出了分级诊疗相关建议。"	2016-08-18	李玲;		2016	14	04	16	R197.1		
CJFD2016	国外医疗联合体的发展及其对我国的启示	向媛薇;蒋建华;张建华;	广州中医药大学经济与管理学院;	现代医院管理	医疗联合体;;医疗集团;;分级诊疗	"建立医疗联合体是公立医院改革的重要举措。笔者介绍了国内、国外医疗联合体的发展模式和经验概况,主要以""产权""所属关系为核心对国内、国外医疗联合体实践类型进行划分,分析不同类型医疗联合体的特点,提出我国医疗联合体建设存在的问题。在借鉴国外经验的基础上,从管理体制、利益协调机制、医疗保险支付方式、医疗信息化及居民就医观念等方面,对我国医疗联合体改革建设提出建议。"	2016-08-18	向媛薇;	广东省哲学社科“十二五”规划2015年度学科共建项目(GD15XYJ22)	2016	14	04	20-22+26	R197.1		
CJFD2016	某连锁医疗机构分级诊疗模式的探索	于芳芳;季惠斌;郑立国;刘洋;	中国医科大学人文社科学院;沈阳爱尔眼视光医院;	现代医院管理	连锁医疗机构;;分级诊疗;;双向转诊	"目的总结辽宁省内某连锁医疗机构的分级诊疗状况,对连锁医疗机构分级诊疗现状进行分析,就分级配置、卫生服务利用提出适用于连锁医疗机构的分级诊疗发展模式。方法通过文献检索、专题小组讨论和专家咨询,采用EPI DATA建立数据库,利用描述性统计学方法进行分析与研究。结果 2014—2015年,某连锁医疗机构辽宁省区内门诊急诊服务人次增长最多的是二级医院,增长率为43.14%,其次是基层医疗卫生机构,增长率为11.16%,而三级医院门急诊服务人次数出现了下降,下降率为0.46%。住院服务人次也是二级医院增长最迅速,增长率为21.16%,其次的是基层医院,增长率为11.16%,三级医院住院服务人次数增长缓慢,增长率为5.45%。二级医院的医疗技术人员的数量增加也是最快的,增长率12.96%,其次的是基层的医疗技术人员数,增长率5.00%,最后是三级医院医疗技术人员数,增长率3.51%。结论分级连锁模式下的诊疗服务体系构成了一个管理网络,加强分级诊部服务体系的内部联系,通过纵向技术支持和患者输送,最优化地利用技术力量和人力资源,使老百姓在当地就能够解决相关疾病。"	2016-08-18	于芳芳;		2016	14	04	30-32	R197.32		
CJFD2016	鼓浪屿社区分级诊疗的实践与效果分析	陈凌炜;	厦门市思明区鼓浪屿街道社区卫生服务中心;	现代医院管理	分级诊疗;;三师共管;;分标管理;;绩效激励	"通过""慢病先行、三师共管""服务模式来有效推行分级诊疗,建立分标管理和考核激励机制。自2015年实施以来,合计动态管理高血压病人1 223例,糖尿病人413例。血压控制达标率由管理前的45.29%提升至83.81%,血糖控制达标率由管理前的41.21%提升至70.70%。居民满意度也大幅提升。说明""慢病先行、三师共管""的分级诊疗模式提升了基层医疗机构医疗服务能力,在慢病防控方面成效显著,有效推进了分级诊疗的进程。"	2016-08-18	陈凌炜;		2016	14	04	10-12	R197.1		
CJFD2016	启东市实施分级诊疗机制探讨	袁松辉;	启东市妇幼保健计划生育服务中心;	职业卫生与应急救援	启东;;分级诊疗;;医保政策;;卫生资源;;基层医院	"目前大医院门诊人满为患,小医院患者寥寥无几,为了改变这一现状,启东市作为江苏省深化医改先行先试地区,在实施分级诊疗过程中进行了一系列探索,并取得了一定成效。据此,结合启东市的实际经验,对分级诊疗机制进行了探讨,拟通过发现问题,提出对策,以期不断促进分级诊疗机制的完善,为今后有序、持续开展分级诊疗奠定基础,也为其他地区提供借鉴。"	2016-08-16 13:42	袁松辉;		2016	34	04	349-350+353	R197.1	https://kns.cnki.net/kcms/detail/31.1719.r.20160816.1342.031.html	10.16369/j.oher.issn.1007-1326.2016.04.031
CJFD2016	基于数据集成的分级诊疗平台设计与实现	罗慧中;	河南省人民医院信息中心;	中国数字医学	分级诊疗;;双向转诊;;数据集成;;信息平台	"目的:为积极响应国务院70号文要求,强化分级诊疗的推行,促进双向转诊、优秀资源下沉等多个目标的落地实现。方法:利用远程技术和数据集成手段,经过4个多月的筹备建成分级诊疗平台,共接入省内上百家县级医院。结果及结论:分级诊疗平台为上下级医院的沟通交流提供了极大便利,也为下级医院的患者提供了更高质量的医疗的服务。"	2016-08-15	罗慧中;		2016	11	08	28-30	TP399-C8;R197.1		
CJFD2016	基于区域人口健康信息平台的慢性病区域协同管理模式研究	黄晓琴;	万达信息股份有限公司;	中国数字医学	区域人口健康信息平台;;慢性病;;区域协同管理;;分级诊疗	"阐述了基于区域人口健康信息平台的慢性病区域协同管理模式研究目的,分析了基于区域人口健康信息平台的慢性病区域协同管理模式,给出基于区域人口健康信息平台的慢性病区域协同管理平台体系架构,以及慢性病区域协同管理平台与区域人口健康信息平台的关系。研究表明,随着互联网技术发展,基于区域人口健康信息平台实现对慢性病高危人群以及慢性病患者的远程监测、医防融合是相对有效的一种管理模式。"	2016-08-15	黄晓琴;	上海市科委课题-基于大数据的慢病管理平台研究与应用示范(编号:16511102601)~~	2016	11	08	41-43	R197.1		
CJFD2016	云模式的分级诊疗管理信息系统	冯昌琪;张子武;甘华平;李诗元;冯牧青;林迪;唐志强;李志;	四川省卫生计生政策和医学情报研究所;四川省卫生计生信息中心统计调查部;成都智物云科技有限责任公司;电子科技大学信息与软件工程学院;	中国数字医学	分级诊疗;;双向转诊;;信息系统;;应用软件;;云模式	"分级诊疗制度基本内容是""基层首诊、双向转诊、急慢分治、上下联动""。各地政府通过推行分级诊疗制度,""看病难、看病贵""、优质医疗资源不合理使用现象有所缓解。但是,由于各地分级诊疗信息系统不健全,严重影响了分级诊疗制度的实施。建立流程规范、信息标准、全省统一的""云模式分级诊疗管理信息系统(平台)"",对加快分级诊疗制度的推行有极大帮助。本团队对""云模式分级诊疗管理信息系统(平台)""进行了研究,并开发了原型系统,对系统架构和部署模式进行介绍,尤其对系统涉及的区域平台、医院信息系统(HIS)、医院联合体、医保结算关系和相关政策制度等问题进行了讨论。"	2016-08-15	冯昌琪;	高校基本科研业务费(编号:ZYGX2015J071)~~	2016	11	08	44-46	R197.1		
CJFD2016	基于远程医疗的分级诊疗体系建设研究	翟运开;	郑州大学管理工程学院;郑州大学移动医疗技术与服务国家地方联合工程实验室;郑州大学河南省数字医疗工程技术研究中心;郑州大学数字化远程医疗服务河南省工程实验室;	中国卫生事业管理	远程医疗;;分级诊疗;;医疗服务利用	"文章通过分析远程医疗助推分级诊疗的路径及其实施过程中面临的问题,提出了构建基于远程医疗的分级诊疗体系的政策建议,即通过政府、医疗机构、技术企业和管理团队的通力协作,通过远程诊疗、远程教育和远程药物配送等多方位全面助推分级诊疗,最终实现基层首诊、双向转诊、急慢分治、上下联动的分级诊疗机制。"	2016-08-15	翟运开;	"河南省高校科技创新人才支持计划(编号:15HASTIT010,14HASTIT005);; 河南省教育厅青年骨干教师支持计划(编号:2015GGJS-164);; 国家科技惠民计划专项(编号:2013GS410101);; 河南省重大科技专项(编号:151100310800,121100111100);; 河南省高校科技创新团队支持计划(编号:15IRTSTHN023);; 河南省科技创新杰出青年支持计划(编号:144100510017);; 国家社科基金(编号:14BJL004)"	2016	33	08	564-567	R197.1		
